"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","19","8","0","1","1","1","30","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","700","290","4","8","242","11","1,255","21","COUNTY TRANSFER-OUT","743","297","11","3","243","16","1,313"
"DESIGNATED STATE AGENCIES","5","4","0","0","1","0","10","0","CRIMINAL CONVICTION","11","7","0","0","11","1","30"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","0","DEATH NOTICE","73","29","0","0","0","0","102"
"FROM ANOTHER BOARD","5","5","0","0","3","1","14","2","DUPLICATE","12","10","0","0","8","1","31"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","4","3","0","0","1","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","710","257","5","10","388","9","1,379","131","MOVED OUT OF STATE","58","38","0","0","14","3","113"
"NVRA BY MAIL","76","35","0","0","26","2","139","1","OTHER","5","3","0","0","2","0","10"
"OTHER MEANS","11","3","0","0","3","0","17","352","VOTER REQUEST","1","0","0","0","0","1","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","2","0","0","0","0","7"
"SOCIAL SERVICES","19","5","0","0","8","0","32","12","","","","","","","",""
"VOLUNTEER","6","7","0","0","3","0","16","0","","","","","","","",""
"TOTAL","1,557","617","9","19","676","24","2,902","519","TOTAL","908","386","11","3","278","22","1,608"
