"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","26","28","0","0","14","2","70","3","COUNTY TRANSFER - OUT","16","15","0","1","4","0","36"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","1","0","1","0","DEATH NOTICE","4","3","0","0","0","0","7"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","1","DUPLICATE","2","1","0","0","4","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","4","0","0","2","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","21","15","0","0","16","1","53","0","MOVED OUT OF STATE","3","1","0","0","2","0","6"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","2","0","3","89","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","56","49","0","0","35","3","143","93","TOTAL","26","20","0","1","11","0","58"
