"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","592","120","9","3","171","10","905","107","COUNTY TRANSFER - OUT","743","115","3","4","140","6","1,011"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","0","5","0","CRIMINAL CONVICTION","57","8","0","0","9","2","76"
"ELDERLY / DISABLED","3","1","0","0","0","0","4","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","3","1","0","0","1","0","5","0","DUPLICATE","6","2","0","0","0","1","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","767","136","5","6","276","8","1,198","102","MOVED OUT OF STATE","46","5","1","0","20","0","72"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","1","1","0","0","2","0","4"
"OTHER MEANS","10","0","0","0","2","1","13","7","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","1","0","1"
"SOCIAL SERVICES","41","3","0","1","16","0","61","17","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","","","","","","","",""
"TOTAL","1,426","265","14","10","466","19","2,200","233","TOTAL","854","131","4","4","173","9","1,175"
