"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","2","0","0","2","0","5","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","18","34","0","1","14","0","67","5","COUNTY TRANSFER - OUT","35","22","0","0","8","2","67"
"DESIGNATED STATE AGENCIES","1","0","0","0","2","0","3","0","CRIMINAL CONVICTION","3","1","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","33","12","0","0","2","0","47"
"FROM ANOTHER BOARD","3","0","0","0","1","0","4","4","DUPLICATE","1","2","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","2","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","65","78","0","2","67","0","212","47","MOVED OUT OF STATE","11","15","0","0","17","0","43"
"NVRA BY MAIL","2","1","0","0","0","0","3","0","OTHER","1","0","0","0","2","0","3"
"OTHER MEANS","2","5","0","0","2","0","9","6","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","2","1","0","0","0","0","3","1","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","4","1","0","0","5","0","10","0","","","","","","","",""
"VOLUNTEER","17","20","0","0","12","0","49","0","","","","","","","",""
"TOTAL","115","144","0","3","105","0","367","64","TOTAL","85","53","0","0","30","2","170"
