"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","126","122","2","3","76","0","329","13","COUNTY TRANSFER - OUT","28","16","1","0","10","0","55"
"DESIGNATED STATE AGENCIES","0","1","0","0","1","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","29","25","1","0","9","0","64"
"FROM ANOTHER BOARD","3","3","0","0","0","0","6","0","DUPLICATE","4","1","0","0","2","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","75","79","3","1","83","1","242","57","MOVED OUT OF STATE","7","13","0","0","7","0","27"
"NVRA BY MAIL","3","4","0","0","9","0","16","3","OTHER","2","0","0","0","2","0","4"
"OTHER MEANS","24","63","0","1","56","1","145","36","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","2","0","5","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","233","273","5","5","228","2","746","109","TOTAL","72","55","2","0","30","0","159"
