"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","7","0","0","0","0","13","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","70","114","0","2","53","5","244","181","COUNTY TRANSFER - OUT","495","420","6","11","295","2","1,229"
"DESIGNATED STATE AGENCIES","3","2","0","0","3","0","8","0","CRIMINAL CONVICTION","6","0","0","0","2","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","20","28","0","0","6","0","54"
"FROM ANOTHER BOARD","11","7","0","0","3","1","22","8","DUPLICATE","2","0","0","0","3","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","8","1","0","8","1","23","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","137","143","3","3","146","3","435","59","MOVED OUT OF STATE","42","50","0","0","30","0","122"
"NVRA BY MAIL","16","27","0","0","17","1","61","0","OTHER","3","5","0","0","5","0","13"
"OTHER MEANS","6","5","0","0","7","0","18","101","VOTER REQUEST","1","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","4","0","6"
"SOCIAL SERVICES","5","3","0","0","7","0","15","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","259","317","4","5","245","11","841","350","TOTAL","570","504","6","11","346","2","1,439"
