"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","5","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","26","40","0","0","18","3","87","14","COUNTY TRANSFER - OUT","37","19","0","0","19","0","75"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","16","9","0","0","6","1","32"
"FROM ANOTHER BOARD","3","2","0","0","0","0","5","3","DUPLICATE","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","3","0","1","0","0","4","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","68","67","1","1","43","1","181","47","MOVED OUT OF STATE","6","5","1","0","6","0","18"
"NVRA BY MAIL","1","6","0","0","1","0","8","1","OTHER","1","1","0","0","1","0","3"
"OTHER MEANS","1","1","0","0","0","0","2","5","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","2","0","3","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","104","120","1","2","65","4","296","78","TOTAL","61","34","1","0","34","1","131"
