"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","12","16","1","0","7","0","36","2","COUNTY TRANSFER - OUT","21","12","0","0","4","2","39"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","1","0","0","0","0","2"
"FROM ANOTHER BOARD","6","5","0","0","5","0","16","0","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","31","34","0","1","30","0","96","12","MOVED OUT OF STATE","4","2","0","0","6","0","12"
"NVRA BY MAIL","0","5","0","0","0","0","5","2","OTHER","2","2","0","0","1","0","5"
"OTHER MEANS","1","0","0","0","0","0","1","20","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","1","0","0","1","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","50","62","1","1","43","0","157","36","TOTAL","30","19","0","0","13","2","64"
