"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","17","32","0","0","18","0","67","1","COUNTY TRANSFER - OUT","9","18","0","1","10","0","38"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","14","4","0","0","1","0","19"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","2","0","0","2","0","7"
"IN PERSON","1","2","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","73","81","2","2","64","0","222","47","MOVED OUT OF STATE","4","4","0","0","4","0","12"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","1","0","2"
"OTHER MEANS","4","5","0","0","10","0","19","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","96","123","2","2","94","0","317","48","TOTAL","30","29","0","1","18","0","78"
