"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","78","46","0","0","27","1","152","110","COUNTY TRANSFER - OUT","94","20","1","2","20","0","137"
"DESIGNATED STATE AGENCIES","4","1","0","0","0","0","5","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","3","0","0","0","0","4"
"FROM ANOTHER BOARD","2","0","0","0","0","0","2","2","DUPLICATE","5","2","0","0","0","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","17","8","0","0","4","0","29","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","208","56","0","0","72","0","336","41","MOVED OUT OF STATE","11","12","0","0","7","0","30"
"NVRA BY MAIL","5","5","0","0","3","0","13","1","OTHER","0","2","0","0","1","0","3"
"OTHER MEANS","9","4","0","0","3","1","17","1","VOTER REQUEST","0","0","0","2","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","2","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","326","120","0","0","111","2","559","160","TOTAL","112","39","1","4","28","0","184"
