"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","2","0","0","0","0","6","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","6","14","0","0","5","0","25","1","COUNTY TRANSFER - OUT","1","9","0","0","2","0","12"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","4","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","6","0","0","0","0","6","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","39","0","1","29","0","83","20","MOVED OUT OF STATE","1","0","0","0","1","1","3"
"NVRA BY MAIL","3","5","0","0","1","0","9","0","OTHER","0","1","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","1","0","0","1","0","3","0","","","","","","","",""
"TOTAL","29","69","0","1","36","0","135","22","TOTAL","4","10","0","0","8","1","23"
