"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","9","4","0","0","0","0","13","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","87","108","0","2","58","1","256","2","COUNTY TRANSFER - OUT","76","69","1","0","32","1","179"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","CRIMINAL CONVICTION","4","1","0","0","0","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","44","27","0","0","8","0","79"
"FROM ANOTHER BOARD","4","4","0","0","1","0","9","0","DUPLICATE","5","1","0","0","0","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","5","0","0","1","0","7","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","123","127","3","4","96","4","357","18","MOVED OUT OF STATE","13","23","0","0","6","0","42"
"NVRA BY MAIL","4","13","0","0","4","0","21","6","OTHER","1","0","0","0","2","0","3"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","17","14","0","3","7","0","41","0","","","","","","","",""
"TOTAL","247","276","3","9","167","5","707","26","TOTAL","144","122","1","0","49","1","317"
