"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","4","0","0","4","0","10","10","BOARD ACTION","0","1","0","0","2","0","3"
"BY MAIL","314","224","3","5","155","4","705","8","COUNTY TRANSFER - OUT","205","128","1","3","83","0","420"
"DESIGNATED STATE AGENCIES","42","23","0","0","18","1","84","0","CRIMINAL CONVICTION","17","8","0","0","7","0","32"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","15","7","0","1","2","0","25"
"FROM ANOTHER BOARD","33","16","0","1","10","0","60","3","DUPLICATE","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","2"
"IN PERSON","7","12","0","0","3","0","22","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","327","224","2","8","301","6","868","168","MOVED OUT OF STATE","26","28","0","1","19","0","74"
"NVRA BY MAIL","40","30","1","1","31","1","104","1","OTHER","10","4","0","0","10","0","24"
"OTHER MEANS","25","36","0","2","12","0","75","263","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","11","2","0","0","12","0","25","4","","","","","","","",""
"VOLUNTEER","19","6","0","0","7","0","32","0","","","","","","","",""
"TOTAL","820","577","6","17","553","12","1,985","457","TOTAL","278","177","1","5","123","0","584"
