"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","3","0","0","6","2","33","11","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","801","353","4","8","425","19","1,610","164","COUNTY TRANSFER - OUT","366","85","2","0","102","0","555"
"DESIGNATED STATE AGENCIES","5","2","0","0","0","0","7","0","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","1","0","1","6","DEATH NOTICE","49","32","0","0","9","0","90"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","7","DUPLICATE","23","6","0","0","9","0","38"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","24","4","0","0","9","0","37","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,783","567","10","37","1,235","20","3,652","467","MOVED OUT OF STATE","121","54","1","1","51","0","228"
"NVRA BY MAIL","7","0","0","0","4","0","11","2","OTHER","8","3","0","0","6","0","17"
"OTHER MEANS","16","9","0","0","7","0","32","153","VOTER REQUEST","1","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","0","4"
"SOCIAL SERVICES","5","1","0","0","0","0","6","1","","","","","","","",""
"VOLUNTEER","25","10","0","0","12","0","47","0","","","","","","","",""
"TOTAL","2,689","949","14","45","1,699","41","5,437","815","TOTAL","571","181","3","1","179","0","935"
