"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","13","1","0","0","2","0","16","8","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","615","74","4","2","117","7","819","55","COUNTY TRANSFER - OUT","790","141","4","5","213","35","1,188"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","0","0","0","1","0","5"
"ELDERLY / DISABLED","2","0","0","0","0","1","3","8","DEATH NOTICE","3","1","0","0","0","0","4"
"FROM ANOTHER BOARD","3","1","0","0","0","0","4","2","DUPLICATE","29","5","0","0","2","1","37"
"PROVISIONAL BALLOT","2","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","74","19","0","0","28","0","121","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,612","171","4","6","493","21","2,307","69","MOVED OUT OF STATE","228","49","0","1","63","13","354"
"NVRA BY MAIL","1","0","0","0","1","0","2","0","OTHER","45","7","0","0","7","1","60"
"OTHER MEANS","63","10","0","0","24","2","99","372","VOTER REQUEST","5","1","0","0","1","0","7"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","34","1","0","0","10","0","45","14","","","","","","","",""
"VOLUNTEER","46","13","0","0","3","0","62","0","","","","","","","",""
"TOTAL","2,465","290","8","8","678","31","3,480","529","TOTAL","1,106","204","4","6","287","50","1,657"
