"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","4","0","0","0","0","4","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","82","191","2","3","99","2","379","19","COUNTY TRANSFER - OUT","272","316","4","7","159","13","771"
"DESIGNATED STATE AGENCIES","0","0","0","1","0","0","1","0","CRIMINAL CONVICTION","1","2","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","12","21","0","0","2","0","35"
"FROM ANOTHER BOARD","0","0","0","0","1","0","1","0","DUPLICATE","0","3","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","7","0","0","4","0","16","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","94","1","2","87","2","250","58","MOVED OUT OF STATE","24","43","0","0","13","0","80"
"NVRA BY MAIL","2","26","1","0","7","1","37","1","OTHER","1","0","0","0","0","0","1"
"OTHER MEANS","2","9","0","0","2","0","13","3","VOTER REQUEST","1","1","0","0","2","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","5","0","0","0","2","0","7","0","","","","","","","",""
"VOLUNTEER","3","5","1","0","1","0","10","0","","","","","","","",""
"TOTAL","163","336","5","6","203","5","718","82","TOTAL","311","386","4","7","176","13","897"
