"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","25","0","0","0","0","0","25","0","BOARD ACTION","4","1","0","0","1","0","6"
"BY MAIL","460","60","4","3","114","6","647","0","COUNTY TRANSFER - OUT","527","65","2","0","51","3","648"
"DESIGNATED STATE AGENCIES","4","1","0","0","0","0","5","0","CRIMINAL CONVICTION","251","28","0","0","60","2","341"
"ELDERLY / DISABLED","106","11","0","1","19","0","137","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","53","1","0","0","10","3","67","1","DUPLICATE","3","1","0","0","0","0","4"
"PROVISIONAL BALLOT","495","34","0","2","31","1","563","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","39","5","0","0","5","0","49","18","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","471","58","4","5","126","5","669","2","MOVED OUT OF STATE","1","0","0","0","0","0","1"
"NVRA BY MAIL","33","7","0","0","10","0","50","0","OTHER","790","82","1","4","108","1","986"
"OTHER MEANS","107","18","1","1","18","0","145","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","1,795","195","9","12","334","15","2,360","23","TOTAL","1,579","177","3","4","220","6","1,989"
