"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","35","7","0","0","6","0","48","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","213","53","1","0","51","3","321","0","COUNTY TRANSFER - OUT","341","80","0","0","48","3","472"
"DESIGNATED STATE AGENCIES","175","89","1","2","51","1","319","8","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","324","65","2","3","81","5","480","7","DEATH NOTICE","0","0","0","0","1","0","1"
"FROM ANOTHER BOARD","5","0","0","0","1","0","6","1","DUPLICATE","7","1","0","0","2","1","11"
"PROVISIONAL BALLOT","748","105","0","0","45","5","903","1,471","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","10","5","0","0","0","0","15","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","191","37","0","1","45","3","277","27","MOVED OUT OF STATE","3","0","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","2,139","589","10","13","581","19","3,351"
"OTHER MEANS","134","25","1","1","48","0","209","34","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","16","6","0","0","5","0","27","1","","","","","","","",""
"TOTAL","1,851","392","5","7","333","17","2,605","1,549","TOTAL","2,490","670","10","13","633","23","3,839"
