"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","1","0","0","0","0","7","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","77","54","0","1","30","3","165","0","COUNTY TRANSFER - OUT","34","13","0","2","5","0","54"
"DESIGNATED STATE AGENCIES","1","2","0","0","2","0","5","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","40","32","0","0","20","1","93","0","DEATH NOTICE","14","3","0","0","0","0","17"
"FROM ANOTHER BOARD","8","3","1","0","3","0","15","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","133","74","0","0","3","6","216","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","2"
"IN PERSON","1","1","0","1","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","41","27","1","0","23","1","93","0","MOVED OUT OF STATE","9","7","0","0","3","0","19"
"NVRA BY MAIL","6","3","0","0","3","0","12","0","OTHER","240","247","0","0","77","4","568"
"OTHER MEANS","34","30","0","0","8","0","72","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","347","227","2","2","93","11","682","0","TOTAL","299","271","0","2","85","4","661"
