"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","47","8","0","0","0","0","55","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","294","118","0","1","81","4","498","0","COUNTY TRANSFER-OUT","625","165","3","1","127","2","923"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","10","5","0","0","5","0","20"
"ELDERLY / DISABLED","138","42","3","3","22","2","210","1","DEATH NOTICE","4","1","0","0","0","0","5"
"FROM ANOTHER BOARD","3","0","0","0","1","0","4","0","DUPLICATE","18","2","0","0","8","1","29"
"PROVISIONAL BALLOT","559","81","3","3","33","5","684","1","MAIL VERIFICATION (NVRA)","15","33","0","0","3","0","51"
"IN PERSON","1","0","0","1","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","249","81","2","1","68","9","410","4","MOVED OUT OF STATE","19","6","0","1","2","0","28"
"NVRA BY MAIL","42","19","0","0","24","0","85","0","OTHER","1,175","523","6","10","232","10","1,956"
"OTHER MEANS","176","63","2","2","49","0","292","56","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","2","0","","","","","","","",""
"TOTAL","1,511","412","10","11","280","20","2,244","62","TOTAL","1,866","736","9","12","377","13","3,013"
