"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","196","57","0","0","12","0","265","12","BOARD ACTION","6","2","0","0","1","0","9"
"BY MAIL","1,910","778","10","17","596","34","3,345","76","COUNTY TRANSFER - OUT","3,474","914","9","6","473","67","4,943"
"DESIGNATED STATE AGENCIES","209","109","1","2","60","1","382","8","CRIMINAL CONVICTION","265","35","0","0","66","2","368"
"ELDERLY / DISABLED","886","299","9","11","253","9","1,467","11","DEATH NOTICE","164","114","0","0","10","1","289"
"FROM ANOTHER BOARD","101","22","1","0","24","5","153","4","DUPLICATE","39","5","0","0","14","3","61"
"PROVISIONAL BALLOT","4,887","913","4","5","261","26","6,096","1,670","MAIL VERIFICATION (NVRA)","68","64","0","0","8","0","140"
"IN PERSON","181","81","0","3","43","1","309","59","MENTAL INCOMPETENCY","1","1","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","1,871","753","10","18","677","33","3,362","167","MOVED OUT OF STATE","130","112","3","5","54","2","306"
"NVRA BY MAIL","238","155","0","0","114","3","510","8","OTHER","7,665","4,091","52","67","2,100","60","14,035"
"OTHER MEANS","943","546","11","14","271","4","1,789","104","VOTER REQUEST","3","3","0","0","0","0","6"
"RECRUITING","0","0","0","0","3","0","3","0","CONFIRMATION MAIL","26","14","0","1","7","0","48"
"SOCIAL SERVICES","3","1","0","0","0","0","4","0","","","","","","","",""
"VOLUNTEER","33","17","1","1","16","2","70","1","","","","","","","",""
"TOTAL","11,458","3,731","47","71","2,330","118","17,755","2,120","TOTAL","11,841","5,355","64","79","2,733","135","20,207"
