"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","7","0","0","0","0","13","2","BOARD ACTION","2","0","0","0","0","0","2"
"BY MAIL","262","70","2","4","59","4","401","33","COUNTY TRANSFER - OUT","81","22","0","0","14","1","118"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","11","4","0","1","2","0","18","1","DEATH NOTICE","9","4","0","0","1","0","14"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","2","0","3"
"PROVISIONAL BALLOT","328","19","0","0","5","1","353","148","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","33","16","0","0","8","0","57","36","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","134","49","0","1","57","1","242","49","MOVED OUT OF STATE","18","9","1","1","5","0","34"
"NVRA BY MAIL","30","8","0","0","7","0","45","5","OTHER","196","110","2","3","70","1","382"
"OTHER MEANS","28","10","0","0","9","0","47","2","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","1","0","","","","","","","",""
"TOTAL","833","184","2","6","147","6","1,178","276","TOTAL","309","146","3","4","92","2","556"
