"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","9","0","0","3","0","20","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","42","14","0","0","16","0","72","0","COUNTY TRANSFER - OUT","176","67","1","1","24","3","272"
"DESIGNATED STATE AGENCIES","12","8","0","0","1","0","21","0","CRIMINAL CONVICTION","0","2","0","0","1","0","3"
"ELDERLY / DISABLED","41","25","1","0","35","1","103","1","DEATH NOTICE","3","1","0","0","0","0","4"
"FROM ANOTHER BOARD","7","0","0","0","0","0","7","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","389","63","0","0","16","1","469","17","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","7","0","0","2","0","14","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","45","22","0","0","8","0","75","0","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","706","361","2","5","246","8","1,328"
"OTHER MEANS","36","23","0","0","13","1","73","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","585","171","1","0","94","3","854","19","TOTAL","886","431","3","6","271","11","1,608"
