"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","1","0","0","0","0","0","1","0","COUNTY TRANSFER - OUT","20","30","0","0","6","0","56"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","9","10","0","0","9","0","28","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","15","2","0","0","0","0","17","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5","1","0","0","0","0","6","0","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","40","49","1","0","25","2","117"
"OTHER MEANS","0","1","0","0","2","1","4","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","31","15","0","0","11","1","58","0","TOTAL","60","79","1","0","31","2","173"
