"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","22","32","0","0","11","0","65","2","COUNTY TRANSFER - OUT","25","13","0","0","2","1","41"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","6","1","0","0","2","0","9","0","DEATH NOTICE","5","4","0","0","0","0","9"
"FROM ANOTHER BOARD","0","0","0","0","1","0","1","1","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","6","3","0","0","1","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","28","32","0","1","12","0","73","14","MOVED OUT OF STATE","3","7","0","0","4","0","14"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","65","61","0","0","18","1","145"
"OTHER MEANS","4","6","0","0","1","0","11","0","VOTER REQUEST","0","2","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","66","75","0","1","29","0","171","20","TOTAL","99","87","0","0","24","2","212"
