"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","0","0","9","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","25","21","0","0","13","0","59","0","COUNTY TRANSFER - OUT","231","83","0","1","53","0","368"
"DESIGNATED STATE AGENCIES","1","1","0","0","2","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","60","43","0","1","20","0","124","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","365","85","1","0","29","3","483","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","25","13","1","0","8","0","47","0","MOVED OUT OF STATE","49","45","1","2","27","0","124"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","578","516","4","15","232","0","1,345"
"OTHER MEANS","113","108","1","7","56","0","285","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","600","273","3","8","129","3","1,016","0","TOTAL","860","644","5","18","312","0","1,839"
