"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","2","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","44","29","0","1","8","2","84","23","COUNTY TRANSFER - OUT","45","20","1","0","5","2","73"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","9","4","0","1","8","0","22","0","DEATH NOTICE","11","7","0","0","0","0","18"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","9","8","0","0","0","0","17","22","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","29","21","0","1","25","1","77","18","MOVED OUT OF STATE","5","6","0","0","0","0","11"
"NVRA BY MAIL","10","5","0","0","2","0","17","0","OTHER","56","38","0","3","26","2","125"
"OTHER MEANS","3","0","0","0","1","0","4","12","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","1","2","0","5"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","8","4","0","1","5","2","20","0","","","","","","","",""
"TOTAL","119","71","0","4","49","5","248","77","TOTAL","121","71","1","4","34","4","235"
