"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","2","0","0","0","0","0","1","0","3"
"BY MAIL","118","15","1","0","9","1","34","0","178","36","COUNTY TRANSFER - OUT","460","97","4","0","3","8","87","5","664"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","501","36","1","0","1","1","24","1","565"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","12","1","0","0","0","0","1","0","14"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","0","1"
"IN PERSON","1","0","0","0","0","0","1","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","437","88","3","0","48","6","111","1","694","108","MOVED OUT OF STATE","124","30","1","0","2","1","42","1","201"
"NVRA BY MAIL","0","0","0","0","0","0","1","0","1","0","OTHER","0","0","0","0","0","0","2","0","2"
"OTHER MEANS","21","2","0","0","0","0","8","1","32","4","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","107","30","3","0","2","0","22","1","165"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","18","0","1","0","1","0","4","0","24","0","","","","","","","","","",""
"TOTAL","596","105","5","0","58","7","159","2","932","151","TOTAL","1,207","195","9","0","8","10","179","8","1,616"
