"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","19","14","0","0","2","0","7","0","42","1","COUNTY TRANSFER - OUT","39","49","0","0","1","0","19","1","109"
"DESIGNATED STATE AGENCIES","9","3","1","0","0","0","2","0","15","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","1","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","25","11","0","0","0","0","5","0","41"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","19","12","0","0","0","1","7","1","40"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","120","76","0","0","23","0","48","0","267","24","MOVED OUT OF STATE","49","66","1","0","0","0","27","2","145"
"NVRA BY MAIL","3","9","0","0","2","0","0","0","14","0","OTHER","1","0","0","0","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","18","11","0","0","1","1","8","0","39"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","151","103","1","0","27","0","58","0","340","27","TOTAL","151","149","1","0","2","2","67","5","377"
