"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","34","31","0","0","2","0","20","0","87","7","COUNTY TRANSFER - OUT","29","35","0","0","0","0","16","0","80"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","21","0","0","0","0","5","0","54"
"FROM ANOTHER BOARD","2","1","0","2","0","0","1","0","6","0","DUPLICATE","4","0","0","0","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","2","0","0","0","0","0","0","3"
"IN PERSON","1","0","0","0","2","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","84","71","0","0","35","4","61","0","255","52","MOVED OUT OF STATE","5","14","0","0","0","0","5","0","24"
"NVRA BY MAIL","1","4","0","0","2","0","3","1","11","1","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","7","4","0","0","2","0","6","0","19","44","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","129","113","0","2","43","4","93","1","385","104","TOTAL","67","73","0","0","0","0","28","0","168"
