"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","116","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","30","6","0","0","1","0","7","0","44","137","COUNTY TRANSFER - OUT","277","55","1","0","7","3","48","23","414"
"DESIGNATED STATE AGENCIES","19","1","0","0","1","0","6","1","28","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","3","DEATH NOTICE","14","3","0","0","0","0","0","0","17"
"FROM ANOTHER BOARD","3","1","0","0","0","0","0","0","4","70","DUPLICATE","62","6","0","0","0","0","10","9","87"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","61","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","1","0","1","0","5","16","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","355","49","1","0","40","6","95","1","547","635","MOVED OUT OF STATE","1","0","0","0","0","0","0","0","1"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","2","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","11","2","0","0","0","0","1","0","14","8,091","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","87","","","","","","","","","",""
"VOLUNTEER","5","0","0","0","0","0","0","0","5","0","","","","","","","","","",""
"TOTAL","427","60","1","0","43","6","111","2","650","9,219","TOTAL","354","64","1","0","7","3","58","32","519"
