"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","44","29","0","0","8","2","24","0","107","7","COUNTY TRANSFER - OUT","95","50","1","0","2","5","42","1","196"
"DESIGNATED STATE AGENCIES","13","1","0","0","0","0","2","0","16","0","CRIMINAL CONVICTION","6","2","0","0","0","0","2","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","7","5","0","0","0","0","1","0","13"
"IN PERSON","0","1","0","0","1","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","149","79","0","1","32","2","72","3","338","12","MOVED OUT OF STATE","16","7","0","0","0","0","5","0","28"
"NVRA BY MAIL","5","0","0","0","0","0","3","0","8","0","OTHER","8","3","0","0","0","0","1","0","12"
"OTHER MEANS","0","0","0","0","1","0","1","0","2","33","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","212","112","0","1","42","4","103","3","477","54","TOTAL","133","68","1","0","2","5","52","1","262"
