"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","120","BOARD ACTION","3","0","0","0","0","0","1","0","4"
"BY MAIL","519","288","1","0","0","8","213","0","1,029","258","COUNTY TRANSFER - OUT","1,635","699","9","2","27","23","526","40","2,961"
"DESIGNATED STATE AGENCIES","195","45","1","0","2","2","38","1","284","6","CRIMINAL CONVICTION","27","13","0","0","0","0","7","1","48"
"ELDERLY / DISABLED","0","0","0","0","0","0","1","0","1","3","DEATH NOTICE","751","200","1","0","1","1","49","2","1,005"
"FROM ANOTHER BOARD","28","11","0","2","1","0","7","0","49","78","DUPLICATE","132","37","1","0","1","1","41","9","222"
"PROVISIONAL BALLOT","2","1","0","0","0","0","1","1","5","61","MAIL VERIFICATION (NVRA)","38","27","0","0","0","1","11","1","78"
"IN PERSON","18","8","0","0","5","0","4","0","35","22","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","3,198","1,424","20","3","667","48","1,442","19","6,821","1,401","MOVED OUT OF STATE","497","326","4","0","8","1","206","10","1,052"
"NVRA BY MAIL","59","42","0","0","13","3","25","3","145","11","OTHER","31","10","0","0","2","1","11","0","55"
"OTHER MEANS","225","88","2","0","7","6","83","9","420","8,356","VOTER REQUEST","2","2","0","0","0","0","0","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","636","261","9","0","8","4","236","2","1,156"
"SOCIAL SERVICES","2","4","0","0","0","0","5","0","11","88","","","","","","","","","",""
"VOLUNTEER","23","3","1","0","1","0","4","0","32","0","","","","","","","","","",""
"TOTAL","4,270","1,914","25","5","696","67","1,824","33","8,834","10,404","TOTAL","3,752","1,575","24","2","47","32","1,088","65","6,585"
