"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","4","4","0","0","1","0","9"
"BY MAIL","22","18","0","0","11","0","51","45","COUNTY TRANSFER - OUT","25","8","0","1","8","1","43"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","5","0","0","0","2","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","82","53","0","0","14","1","150"
"FROM ANOTHER BOARD","0","0","0","0","1","0","1","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","77","59","0","3","42","1","182","62","MOVED OUT OF STATE","4","8","0","0","3","0","15"
"NVRA BY MAIL","6","3","0","0","6","0","15","0","OTHER","3","1","0","0","3","0","7"
"OTHER MEANS","7","2","0","0","4","0","13","2","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","545","356","0","0","16","2","919"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","114","82","0","3","64","1","264","111","TOTAL","670","430","0","1","47","4","1,152"
