"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","0","0","0","0","0","3","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","506","162","2","2","179","14","865","7","COUNTY TRANSFER-OUT","462","212","6","3","148","14","845"
"DESIGNATED STATE AGENCIES","12","4","0","0","8","0","24","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1,126","413","1","0","47","15","1,602"
"FROM ANOTHER BOARD","11","3","0","0","1","0","15","0","DUPLICATE","25","8","0","0","3","0","36"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","157","43","0","0","6","0","206"
"IN PERSON","6","1","0","0","4","0","11","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","665","221","10","8","281","4","1,189","5","MOVED OUT OF STATE","94","52","0","1","33","2","182"
"NVRA BY MAIL","89","45","1","0","57","2","194","0","OTHER","17","9","0","0","9","1","36"
"OTHER MEANS","37","7","0","0","21","1","66","322","VOTER REQUEST","3","1","0","0","0","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","70","24","0","1","6","0","101"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","1,331","443","13","10","551","21","2,369","337","TOTAL","1,954","763","7","5","252","32","3,013"
