"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","74","37","1","0","30","5","147","0","COUNTY TRANSFER - OUT","82","63","0","0","30","1","176"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","1","0","0","0","0","4","0","DEATH NOTICE","125","76","0","0","10","1","212"
"FROM ANOTHER BOARD","1","1","0","0","1","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"IN PERSON","3","1","0","0","2","0","6","0","MENTAL INCOMPETENCY","3","4","0","0","2","0","9"
"MOTOR VEHICLE ADMINISTRATION","215","160","0","5","158","8","546","4","MOVED OUT OF STATE","23","34","1","0","13","2","73"
"NVRA BY MAIL","19","7","0","0","10","0","36","0","OTHER","3","3","0","0","5","0","11"
"OTHER MEANS","7","0","0","0","1","0","8","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","56","35","0","0","16","0","107"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","13","25","0","0","23","0","61","0","","","","","","","",""
"TOTAL","335","233","1","5","225","13","812","5","TOTAL","292","216","1","0","76","4","589"
