"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","2","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","123","148","0","0","81","1","353","13","COUNTY TRANSFER - OUT","23","15","0","0","12","0","50"
"DESIGNATED STATE AGENCIES","4","1","0","0","1","0","6","1","CRIMINAL CONVICTION","4","2","0","2","0","0","8"
"ELDERLY / DISABLED","3","1","0","0","4","1","9","1","DEATH NOTICE","25","21","0","0","4","0","50"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","1","12","0","0","1","0","14","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","4","3","0","0","2","1","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","94","64","1","3","69","2","233","46","MOVED OUT OF STATE","7","15","1","0","8","0","31"
"NVRA BY MAIL","18","8","0","0","8","0","34","1","OTHER","1","5","0","0","3","0","9"
"OTHER MEANS","3","8","0","0","3","0","14","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","6","0","1","2","0","14"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","2","0","","","","","","","",""
"TOTAL","252","245","1","3","171","5","677","64","TOTAL","65","65","1","3","29","0","163"
