"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","7","8","0","0","9","0","24","1","COUNTY TRANSFER - OUT","5","9","0","0","3","2","19"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","1","0","0","0","0","1","0","DEATH NOTICE","21","31","0","0","3","1","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","6","9","0","0","0","0","15"
"IN PERSON","1","0","0","0","1","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","24","25","4","0","23","0","76","19","MOVED OUT OF STATE","2","7","0","0","1","0","10"
"NVRA BY MAIL","0","1","0","0","2","0","3","1","OTHER","1","3","0","0","0","0","4"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","33","36","4","0","35","0","108","22","TOTAL","36","60","0","0","7","3","106"
