"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","42","32","0","0","18","1","93","5","COUNTY TRANSFER - OUT","25","16","0","0","6","1","48"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","49","24","0","0","3","2","78"
"FROM ANOTHER BOARD","1","0","0","0","1","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","48","60","0","0","39","3","150"
"IN PERSON","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","107","92","2","1","72","4","278","18","MOVED OUT OF STATE","13","8","0","0","7","0","28"
"NVRA BY MAIL","12","2","0","0","4","0","18","0","OTHER","2","5","0","0","2","0","9"
"OTHER MEANS","0","1","0","0","0","0","1","27","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","163","127","2","1","95","5","393","50","TOTAL","138","114","0","0","58","6","316"
