"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","18","11","1","0","10","3","43","13","COUNTY TRANSFER - OUT","16","21","0","0","11","1","49"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","62","35","0","0","6","0","103"
"FROM ANOTHER BOARD","1","1","0","0","3","0","5","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","38","47","1","1","35","2","124","25","MOVED OUT OF STATE","6","6","0","0","4","1","17"
"NVRA BY MAIL","1","1","0","0","3","0","5","0","OTHER","3","2","0","0","2","0","7"
"OTHER MEANS","1","0","0","0","0","0","1","10","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","10","0","0","0","0","18"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","59","62","2","1","52","5","181","49","TOTAL","95","74","0","0","23","2","194"
