"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","1","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","16","8","0","0","9","1","34","24","COUNTY TRANSFER - OUT","5","6","0","0","8","0","19"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","24","7","0","0","1","0","32"
"FROM ANOTHER BOARD","2","2","0","0","1","0","5","0","DUPLICATE","0","0","0","0","0","1","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","4","2","0","0","2","1","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","32","13","0","0","17","0","62","16","MOVED OUT OF STATE","2","3","0","0","1","0","6"
"NVRA BY MAIL","3","0","0","0","0","0","3","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","14","8","0","0","6","1","29","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","67","67","0","0","0","0","134"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","22","7","0","0","12","0","41","0","","","","","","","",""
"TOTAL","94","40","0","0","47","4","185","40","TOTAL","98","83","0","0","10","1","192"
