"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","2","0","0","0","0","0","7","5","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","22","3","0","0","0","3","0","28","30","COUNTY TRANSFER - OUT","1,044","138","3","0","3","180","42","1,410"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","36","0","0","0","0","5","0","41","42","DEATH NOTICE","27","4","0","0","0","1","0","32"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","2","DUPLICATE","17","1","0","0","0","0","0","18"
"PROVISIONAL BALLOT","1,144","85","2","0","1","180","10","1,422","4,348","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","66","0","0","0","0","12","0","78","1,720","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","132","9","0","0","1","13","0","155","98","MOVED OUT OF STATE","3","0","0","0","0","0","0","3"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","3","0","0","0","0","0","0","3"
"OTHER MEANS","65","5","1","0","1","43","0","115","899","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","1,473","105","3","0","3","257","10","1,851","7,145","TOTAL","1,096","143","3","0","3","181","42","1,468"
