"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","1","0","4","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","23","41","2","0","1","33","1","101","0","COUNTY TRANSFER - OUT","134","103","0","1","3","45","1","287"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","3","16","0","0","1","10","1","31","0","DEATH NOTICE","35","21","0","0","0","6","1","63"
"FROM ANOTHER BOARD","0","2","0","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","155","169","1","0","4","72","6","407","1","MAIL VERIFICATION (NVRA)","2","1","0","0","0","1","0","4"
"IN PERSON","14","13","0","0","0","7","0","34","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","157","150","1","1","8","178","1","496","11","MOVED OUT OF STATE","5","3","0","0","0","0","0","8"
"NVRA BY MAIL","9","14","0","0","1","11","0","35","0","OTHER","1","1","0","0","0","0","0","2"
"OTHER MEANS","3","12","0","0","0","31","0","46","0","VOTER REQUEST","0","2","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","3","4","0","1","0","1","1","10","0","","","","","","","","",""
"TOTAL","369","422","4","2","15","344","10","1,166","13","TOTAL","179","131","0","1","3","52","2","368"
