"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","0","0","0","0","0","0","5","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","54","19","0","0","0","25","6","104","10","COUNTY TRANSFER - OUT","410","142","1","0","4","135","4","696"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","12","6","0","0","0","6","0","24","1","DEATH NOTICE","2","3","0","0","0","0","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","419","124","3","0","6","131","4","687","54","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","223","116","0","2","1","159","2","503","47","MOVED OUT OF STATE","1","0","0","0","0","1","0","2"
"NVRA BY MAIL","5","2","0","0","0","3","2","12","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","20","13","0","0","0","24","0","57","12","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","16","25","0","0","0","26","0","67","0","","","","","","","","",""
"TOTAL","757","306","3","2","7","374","14","1,463","127","TOTAL","414","145","1","0","4","137","4","705"
