"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","44","9","0","0","0","10","0","63","24","BOARD ACTION","4","1","1","0","0","2","0","8"
"BY MAIL","996","607","8","6","16","528","15","2,176","269","COUNTY TRANSFER - OUT","5,296","1,684","33","2","35","1,459","80","8,589"
"DESIGNATED STATE AGENCIES","17","4","0","0","0","7","0","28","10","CRIMINAL CONVICTION","19","6","0","0","0","5","0","30"
"ELDERLY / DISABLED","191","50","2","2","4","78","2","329","45","DEATH NOTICE","293","204","0","0","1","33","1","532"
"FROM ANOTHER BOARD","11","3","0","0","0","3","0","17","9","DUPLICATE","36","5","0","0","0","5","0","46"
"PROVISIONAL BALLOT","5,799","1,656","32","2","35","1,390","55","8,969","7,474","MAIL VERIFICATION (NVRA)","43","24","0","0","1","10","1","79"
"IN PERSON","172","59","2","0","0","49","1","283","1,875","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,977","1,222","17","8","35","1,308","14","4,581","699","MOVED OUT OF STATE","267","186","1","0","3","108","2","567"
"NVRA BY MAIL","80","73","0","2","3","72","5","235","8","OTHER","23","7","0","0","0","10","1","41"
"OTHER MEANS","298","138","2","0","2","418","5","863","1,509","VOTER REQUEST","6","6","0","0","0","5","0","17"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","63","21","0","0","1","16","1","102"
"SOCIAL SERVICES","56","6","1","0","0","19","0","82","14","","","","","","","","",""
"VOLUNTEER","31","36","0","1","0","34","1","103","1","","","","","","","","",""
"TOTAL","9,672","3,863","64","21","95","3,916","98","17,729","11,937","TOTAL","6,050","2,145","35","2","41","1,653","86","10,012"
