"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","1","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","12","13","0","1","0","13","0","39","17","COUNTY TRANSFER - OUT","47","30","1","0","0","16","2","96"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","4","0","0","0","2","0","9","0","DEATH NOTICE","20","15","0","0","0","1","0","36"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","62","58","0","0","1","32","2","155","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","34","40","0","0","0","27","0","101","40","MOVED OUT OF STATE","5","4","0","0","0","3","0","12"
"NVRA BY MAIL","2","4","0","0","0","4","0","10","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","4","0","0","0","18","0","23","83","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","115","125","0","1","1","97","2","341","145","TOTAL","72","49","1","0","0","20","2","144"
