"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","2","5","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","40","32","0","0","1","22","0","95","3","COUNTY TRANSFER - OUT","423","177","5","0","2","179","0","786"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","7","6","0","0","0","2","0","15","0","DEATH NOTICE","45","26","0","0","0","8","0","79"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","551","244","4","0","3","194","12","1,008","360","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","1","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","179","143","0","2","2","146","2","474","93","MOVED OUT OF STATE","34","39","0","0","0","13","0","86"
"NVRA BY MAIL","4","2","0","0","0","4","0","10","1","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","26","16","0","0","0","56","0","98","27","VOTER REQUEST","2","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","814","443","4","2","6","424","14","1,707","494","TOTAL","504","243","5","0","2","202","0","956"
