"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","1","0","0","0","4","0","11","8","BOARD ACTION","4","0","1","0","0","2","0","7"
"BY MAIL","145","39","0","0","1","41","1","227","20","COUNTY TRANSFER - OUT","880","145","5","0","4","161","9","1,204"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","3","1","0","0","0","0","0","4"
"ELDERLY / DISABLED","79","0","1","1","0","27","0","108","0","DEATH NOTICE","0","0","0","0","0","1","0","1"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","1,154","124","8","0","6","179","4","1,475","1,107","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","1","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","139","18","1","0","1","50","0","209","41","MOVED OUT OF STATE","3","0","0","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","3","0","0","0","0","0","0","3"
"OTHER MEANS","21","5","0","0","0","13","0","39","89","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","12","3","0","0","0","7","0","22","6","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","1","","","","","","","","",""
"TOTAL","1,560","190","10","1","8","321","5","2,095","1,276","TOTAL","896","146","6","0","4","165","9","1,226"
