"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","1","3","0","0","0","4","1","9","0","COUNTY TRANSFER - OUT","50","7","1","0","0","10","0","68"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","10","9","0","0","0","0","0","19"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","14","6","0","0","0","3","0","23","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","1","1"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","21","10","0","0","0","10","0","41","0","MOVED OUT OF STATE","4","5","0","0","0","0","0","9"
"NVRA BY MAIL","2","2","0","0","0","1","0","5","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","2","0","0","0","2","0","6","0","VOTER REQUEST","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"TOTAL","44","24","0","0","0","21","1","90","0","TOTAL","66","22","1","0","0","10","1","100"
