"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","12","7","0","0","0","4","0","23","2","COUNTY TRANSFER - OUT","27","10","1","0","0","4","0","42"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","3","0","0","0","0","0","7"
"FROM ANOTHER BOARD","1","0","0","0","0","1","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","21","4","0","0","0","5","1","31","5","MAIL VERIFICATION (NVRA)","7","4","0","0","0","0","0","11"
"IN PERSON","4","3","0","0","0","0","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","21","14","0","0","0","14","0","49","9","MOVED OUT OF STATE","9","8","0","0","0","0","0","17"
"NVRA BY MAIL","1","0","0","0","0","0","0","1","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","8","6","0","0","0","8","0","22","3","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","2","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","70","34","0","0","0","33","1","138","22","TOTAL","49","25","1","0","0","4","0","79"
