"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","3","3","1","0","0","0","0","7","0","COUNTY TRANSFER - OUT","8","6","0","0","0","5","0","19"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","2","0","0","0","0","0","2","0","DEATH NOTICE","2","3","0","0","0","0","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","8","14","0","0","0","1","1","24","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4","6","0","0","0","3","0","13","6","MOVED OUT OF STATE","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","1","0","0","0","0","0","0","1","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","1","0","1","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","1","0","6"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","16","25","1","0","0","5","1","48","10","TOTAL","12","12","0","0","0","6","0","30"
