"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","17","18","0","0","1","12","0","48","5","COUNTY TRANSFER - OUT","28","30","1","0","1","16","0","76"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","3","0","7","7","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","6","0","0","0","0","0","13"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","20","18","0","0","0","2","0","40","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","28","43","2","0","1","32","1","107","4","MOVED OUT OF STATE","5","6","0","0","0","2","0","13"
"NVRA BY MAIL","1","4","0","0","0","1","0","6","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","1","3","0","0","0","18","0","22","7","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","3","0","0","0","0","0","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","72","89","2","0","2","68","1","234","24","TOTAL","41","43","1","0","1","19","0","105"
