"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","NLM","LIB","","GRN UNAF","OTH","TOTAL","DUPS","","DEM","REP","NLM","LIB","GRN","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","33","26","0","0","1","19","0","79","8","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","250","153","1","3","2","157","6","572","85","CONFIRMATION MAIL","53","22","0","1","0","29","1","106"
"DESIGNATED STATE AGENCIES","206","71","0","0","0","179","14","470","14","COUNTY TRANSFER - OUT","3,854","1,582","6","50","10","1,930","125","7,557"
"ELDERLY / DISABLED / SOC SEC","166","48","2","0","0","72","6","294","0","CRIMINAL CONVICTION","74","16","0","2","1","30","1","124"
"ERIC REPORT","753","290","2","12","0","469","30","1,556","3","DEATH NOTICE","2,176","1,125","1","8","1","437","27","3,775"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","196","73","0","4","1","74","5","353"
"PROVISIONAL BALLOT","704","159","1","4","3","213","4","1,088","407","MAIL VERIFICATION (NVRA)","13,436","7,402","38","241","69","7,596","360","29,142"
"IN PERSON","73","33","0","0","0","25","2","133","72","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5491","3039","252","90","7","4531","195","13,605","444","MOVED OUT OF STATE","470","305","1","14","2","233","6","1,031"
"NVRA BY MAIL","7","5","0","0","0","4","0","16","14","OTHER","73","12","1","2","1","49","6","144"
"ONLINE REGISTRATION","170","71","7","2","2","103","2","357","1","VOTER REQUEST","62","25","0","1","0","38","2","128"
"OTHER MEANS","36","19","0","0","0","16","2","73","7","","","","","","","","",""
"RECRUITING","0","2","0","0","0","0","0","0","0","","","","","","","","",""
"SAME DAY REGISTRATION","67","27","1","1","0","36","1","133","27","","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"VOLUNTEER","12","2","0","0","0","7","0","21","0","","","","","","","","",""
"TOTAL","7,968","3,945","266","112","15","5,832","262","18,398","1,082","TOTAL","20,394","10,562","47","323","85","10,416","533","42,360"
