"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","119","54","2","0","16","2","78","0","271","45","COUNTY TRANSFER - OUT","245","91","2","0","8","2","87","0","435"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","0","1","0","5","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","1","0","0","0","1","0","DEATH NOTICE","347","189","0","0","6","0","67","2","611"
"FROM ANOTHER BOARD","2","1","0","0","0","0","1","1","5","0","DUPLICATE","3","2","0","0","0","0","0","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","2","0","3"
"IN PERSON","1","2","0","0","0","0","4","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","454","135","5","1","122","6","328","4","1,055","209","MOVED OUT OF STATE","199","97","2","0","6","0","90","3","397"
"NVRA BY MAIL","10","2","0","0","0","0","2","0","14","2","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","15","4","1","0","1","1","7","0","29","13","VOTER REQUEST","1","0","0","0","0","0","2","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","761","286","6","0","5","5","314","7","1,384"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","15","3","0","0","1","0","0","0","19","0","","","","","","","","","",""
"TOTAL","618","204","8","1","141","9","421","5","1,407","269","TOTAL","1,559","665","10","0","25","7","563","12","2,841"
