"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","124","18","0","1","13","2","30","1","189","67","COUNTY TRANSFER - OUT","286","57","2","1","2","1","43","15","407"
"DESIGNATED STATE AGENCIES","29","2","0","0","1","0","15","1","48","1","CRIMINAL CONVICTION","8","1","0","0","0","0","0","0","9"
"ELDERLY / DISABLED","4","0","0","0","2","0","1","0","7","23","DEATH NOTICE","318","66","0","0","0","0","7","13","404"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","0","2","98","DUPLICATE","15","1","0","0","0","0","0","1","17"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","12","1","0","0","2","0","2","0","17","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","789","96","2","0","68","4","181","5","1,145","132","MOVED OUT OF STATE","93","28","1","0","0","0","14","12","148"
"NVRA BY MAIL","0","0","0","0","0","0","1","0","1","4","OTHER","0","0","0","0","0","0","2","0","2"
"OTHER MEANS","74","4","0","0","1","0","5","1","85","1,210","VOTER REQUEST","5","0","0","0","0","0","1","1","7"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","618","159","2","0","10","4","121","38","952"
"SOCIAL SERVICES","4","0","0","0","0","0","1","0","5","4","","","","","","","","","",""
"VOLUNTEER","13","1","0","0","0","0","1","0","15","0","","","","","","","","","",""
"TOTAL","1,051","122","2","1","87","6","237","8","1,514","1,539","TOTAL","1,343","313","5","1","12","5","188","80","1,947"
