"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","4","6","1","0","0","0","4","0","15","4","COUNTY TRANSFER - OUT","23","31","0","0","0","1","5","0","60"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","3","0","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","1","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","66","37","0","0","13","0","29","0","145","23","MOVED OUT OF STATE","1","4","0","0","0","0","2","0","7"
"NVRA BY MAIL","0","0","0","0","1","0","0","0","1","2","OTHER","0","0","0","0","1","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","19","15","0","0","0","0","7","0","41"
"SOCIAL SERVICES","4","1","0","0","0","0","0","0","5","1","","","","","","","","","",""
"VOLUNTEER","2","3","0","0","2","1","1","0","9","0","","","","","","","","","",""
"TOTAL","78","48","1","0","16","2","34","0","179","31","TOTAL","47","50","0","0","1","1","15","0","114"
