"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","125","15","0","0","0","0","21","3","164"
"BY MAIL","181","55","0","0","16","2","61","4","319","28","COUNTY TRANSFER - OUT","464","88","4","0","5","3","91","4","659"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","34","2","0","0","0","0","8","0","44"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","1","0","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","5","0","0","0","0","0","0","0","5","1","DUPLICATE","59","6","0","0","0","0","9","2","76"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","2","0","4"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","583","123","8","0","59","5","148","5","931","112","MOVED OUT OF STATE","42","11","0","0","0","0","10","0","63"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","16","3","0","0","0","0","5","0","24","7","VOTER REQUEST","1","0","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","157","10","0","0","1","0","25","0","193"
"SOCIAL SERVICES","1","0","0","0","1","0","4","0","6","2","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","792","182","8","0","76","7","218","9","1,292","150","TOTAL","885","132","4","0","6","3","167","9","1,206"
