"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","9","15","0","0","2","0","1","0","27","1","COUNTY TRANSFER - OUT","9","17","1","0","1","0","2","0","30"
"DESIGNATED STATE AGENCIES","2","6","0","0","0","0","0","0","8","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","2","4","0","0","0","0","0","0","6","0","DUPLICATE","2","0","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","38","28","0","0","11","3","18","0","98","12","MOVED OUT OF STATE","3","3","0","0","0","0","1","0","7"
"NVRA BY MAIL","1","7","0","0","0","0","0","0","8","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","2","0","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","4","0","0","0","0","1","0","6"
"SOCIAL SERVICES","1","2","0","0","0","0","0","0","3","0","","","","","","","","","",""
"VOLUNTEER","24","7","0","0","2","0","2","0","35","0","","","","","","","","","",""
"TOTAL","78","72","0","0","15","3","21","0","189","13","TOTAL","15","25","1","0","1","0","4","0","46"
