"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","10","19","1","0","4","0","8","0","42","6","COUNTY TRANSFER - OUT","56","56","2","0","7","0","39","0","160"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","29","22","0","0","1","0","3","0","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","3","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","85","1","0","23","4","41","0","218","27","MOVED OUT OF STATE","4","14","0","0","0","0","2","0","20"
"NVRA BY MAIL","0","2","0","0","3","0","1","0","6","0","OTHER","2","4","0","0","2","0","0","0","8"
"OTHER MEANS","3","2","0","0","0","0","0","0","5","0","VOTER REQUEST","1","1","0","0","0","1","1","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","293","329","6","1","13","5","192","0","839"
"SOCIAL SERVICES","2","0","0","0","1","0","1","0","4","0","","","","","","","","","",""
"VOLUNTEER","2","3","0","0","1","0","1","0","7","0","","","","","","","","","",""
"TOTAL","82","111","2","0","32","4","55","0","286","33","TOTAL","387","426","8","1","23","6","237","0","1,088"
