"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","2","4","0","0","1","0","2","0","9","3","COUNTY TRANSFER - OUT","5","5","0","0","0","0","1","0","11"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4","6","0","0","1","1","3","0","15","4","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","6","10","0","0","2","1","5","0","24","10","TOTAL","6","5","0","0","0","0","1","0","12"
