"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","17","9","0","0","0","0","0","0","26","3","BOARD ACTION","125","15","0","0","0","0","22","3","165"
"BY MAIL","1,099","672","8","2","2","19","477","10","2,289","228","COUNTY TRANSFER - OUT","2,167","1,083","20","2","55","24","685","38","4,074"
"DESIGNATED STATE AGENCIES","164","57","1","0","4","0","55","2","283","5","CRIMINAL CONVICTION","76","14","0","0","1","0","18","0","109"
"ELDERLY / DISABLED","13","11","0","0","5","0","7","0","36","23","DEATH NOTICE","1,149","576","0","0","10","0","137","18","1,890"
"FROM ANOTHER BOARD","39","23","0","0","2","1","5","3","73","102","DUPLICATE","113","30","0","0","0","0","21","3","167"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","94","39","1","0","2","1","41","3","181"
"IN PERSON","49","28","0","0","6","1","17","0","101","3","MENTAL INCOMPETENCY","2","1","0","0","0","0","0","0","3"
"MOTOR VEHICLE ADMINISTRATION","3,746","1,730","33","8","725","66","1,638","34","7,980","962","MOVED OUT OF STATE","538","360","7","0","7","3","251","17","1,183"
"NVRA BY MAIL","93","82","0","1","26","1","47","0","250","15","OTHER","29","9","0","0","5","0","20","0","63"
"OTHER MEANS","274","224","6","0","59","4","109","1","677","1,535","VOTER REQUEST","13","3","0","0","1","1","7","1","26"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2,796","1,571","20","1","55","25","1,074","54","5,596"
"SOCIAL SERVICES","22","6","0","0","5","1","9","0","43","13","","","","","","","","","",""
"VOLUNTEER","137","91","1","0","30","2","86","1","348","0","","","","","","","","","",""
"TOTAL","5,654","2,933","49","11","864","95","2,450","51","12,107","2,890","TOTAL","7,102","3,701","48","3","136","54","2,276","137","13,457"
