"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","21","34","0","0","2","0","6","0","63","0","COUNTY TRANSFER - OUT","251","198","2","0","12","6","122","6","597"
"DESIGNATED STATE AGENCIES","7","2","0","0","0","0","2","0","11","1","CRIMINAL CONVICTION","8","1","0","0","1","0","2","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","18","11","0","0","0","0","2","0","31"
"FROM ANOTHER BOARD","0","4","0","0","0","0","0","0","4","0","DUPLICATE","0","4","0","0","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","0","0","0","0","0","1","0","4"
"IN PERSON","3","3","0","0","1","0","0","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","164","151","2","0","42","2","83","2","446","13","MOVED OUT OF STATE","19","28","0","0","0","1","13","0","61"
"NVRA BY MAIL","5","14","0","1","2","0","5","0","27","1","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","16","31","0","0","8","0","14","0","69","6","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","533","461","6","0","15","6","240","7","1,268"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","4","13","0","0","3","0","8","0","28","0","","","","","","","","","",""
"TOTAL","221","254","2","1","58","2","118","2","658","21","TOTAL","832","703","8","0","28","13","382","13","1,979"
