"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","90","73","1","0","13","1","50","0","228","25","COUNTY TRANSFER - OUT","202","111","0","0","6","3","83","0","405"
"DESIGNATED STATE AGENCIES","10","5","0","0","1","0","7","0","23","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","235","122","0","0","3","0","30","0","390"
"FROM ANOTHER BOARD","3","2","0","0","1","0","0","0","6","2","DUPLICATE","3","4","0","0","0","0","5","0","12"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","334","246","3","2","81","10","190","3","869","151","MOVED OUT OF STATE","43","53","2","0","1","0","34","0","133"
"NVRA BY MAIL","3","9","0","0","2","0","2","0","16","1","OTHER","6","0","0","0","1","0","6","0","13"
"OTHER MEANS","33","27","1","0","6","0","12","0","79","9","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","222","192","0","0","5","2","96","1","518"
"SOCIAL SERVICES","1","0","0","0","2","0","0","0","3","1","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","476","363","5","2","106","11","261","3","1,227","189","TOTAL","712","483","2","0","16","5","255","1","1,474"
