"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","1","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","173","82","6","5","71","0","337","1","COUNTY TRANSFER - OUT","104","71","0","0","48","0","223"
"DESIGNATED STATE AGENCIES","3","11","0","0","2","0","16","1","CRIMINAL CONVICTION","13","11","0","0","12","0","36"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","108","56","0","0","19","0","183"
"FROM ANOTHER BOARD","2","3","0","0","4","0","9","0","DUPLICATE","2","3","0","0","0","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","2","2","0","0","3","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","349","255","2","6","268","0","880","210","MOVED OUT OF STATE","51","53","1","0","27","0","132"
"NVRA BY MAIL","16","12","0","1","12","0","41","0","OTHER","5","3","1","0","6","0","15"
"OTHER MEANS","5","4","0","0","5","0","14","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","37","31","0","0","22","0","90"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","42","14","0","4","41","0","101","0","","","","","","","",""
"TOTAL","592","384","8","16","407","0","1,407","213","TOTAL","321","228","2","0","134","0","685"
